#Name,Gender,Rarity,Acquire,Slots,Min Def,Max Def,Aug Def,Fire,Water,Thunder,Ice,Dragon,Skill 1,Points 1,Skill 2,Points 2,Skill 3,Points 3,Material 1,Num 1,Material 2,Num 2,Material 3,Num 3,Material 4,Num 4
Sakura's Arms α,Full,6,7,2,50,70,82,0,4,0,4,-2,Latent Power,1,,,Pink Rathian Mastery,1,SFV Ticket II,4,Hunter King Coin,4,Rathian Coin,4,Pink Rathian Scale+,6
Butterfly Brachia,M,3,3,0,22,50,74,-1,-1,2,0,2,Critical Eye,1,,,,,Spring Insect Field Guide,1,Great Hornfly,1,Vespoid Shell,1,Monster Fluid,1
Queen Beetle Brachia,F,3,3,0,22,50,74,-1,-1,2,0,2,Critical Eye,1,,,,,Spring Insect Field Guide,1,Great Hornfly,1,Vespoid Shell,1,Monster Fluid,1
Blossom Cuffs,,3,2,0,18,46,70,1,1,4,1,1,Paralysis Resistance,1,,,,,Spring Blossom Ticket,1,Earth Crystal,1,,,,
Blossom Cuffs α,,5,6,11,40,62,78,1,1,4,1,1,Paralysis Resistance,1,,,,,Spring Blossom Ticket,3,Carbalite Ore,1,,,,
Harvest Trama,,3,4,0,26,54,78,4,1,1,1,1,Resentment,1,,,,,Autumn Harvest Ticket,1,Sturdy Bone,1,,,,
Harvest Trama α,,6,6,12,52,72,84,4,1,1,1,1,Resentment,1,,,,,Autumn Harvest Ticket,1,Monster Hardbone,1,Monster Keenbone,1,,
Orion Vambraces,,4,5,0,30,54,74,1,1,1,4,1,Windproof,1,,,,,Winter Star Ticket,1,Monster Bone+,1,,,,
Orion Vambraces α,,6,6,13,58,78,90,1,1,1,4,1,Windproof,1,,,,,Winter Star Ticket,1,Fucium Ore,1,Monster Hardbone,1,,
Kulve Taroth's Rage α,,8,9,1,72,78,92,4,-2,3,-4,-2,Free Elem/Ammo Up,1,Power Prolonger,2,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Nugget,18,Kulve Taroth Golden Spiralhorn,6,Kulve Taroth Golden Glimstone,1
Kulve Taroth's Rage β,,8,9,31,72,78,92,4,-2,3,-4,-2,Free Elem/Ammo Up,1,Power Prolonger,1,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Nugget,18,Kulve Taroth Golden Spiralhorn,6,Kulve Taroth Golden Glimstone,1
Dante's Gloves α,,8,8,3,64,70,84,3,-3,3,-3,3,Evade Window,1,Special Ammo Boost,1,,,Red Orb,1,Anjanath Pelt+,6,Anjanath Fang+,4,Anjanath Plate,1
Azure Starlord Gauntlets α,,7,7,3,56,68,82,2,2,0,0,3,Recovery Up,2,,,Rathalos Mastery,1,Azure Stargem,1,Dodogama Scale+,5,Dodogama Hide+,6,Dodogama Talon,4
Kirin Longarms γ,,8,9,22,72,78,92,-3,-2,4,-2,2,Blight Resistance,1,Free Elem/Ammo Up,1,Kirin Favor,1,Kirin Ticket,1,Kirin Hide+,3,Kirin Thundertail,3,Novacrystal,1
Vaal Hazak Braces γ,,8,9,32,72,78,92,-4,4,1,-1,-3,Dragon Attack,3,,,Vaal Hazak Vitality,1,Vaal Hazak Ticket,1,Vaal Hazak Fang+,3,Deceased Scale,6,Vaal Hazak Gem,1
Kaiser Vambraces γ,,8,9,3,72,78,92,3,-3,1,-3,1,Critical Eye,3,,,Teostra Technique,1,Teostra Ticket,1,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Mane,3
Kushala Grip γ,,8,9,111,72,78,92,0,2,-3,4,-2,Focus,2,,,Kushala Daora Flight,1,Kushala Daora Ticket,1,Daora Dragon Scale+,4,Daora Carapace,4,Daora Claw+,2
Empress Vambraces γ,,8,9,31,70,76,90,3,1,1,-3,-2,Agitator,2,Evade Extender,1,Lunastra Favor,1,Lunastra Ticket,1,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Tail,2
Zorah Claws γ,,8,9,31,72,78,92,4,-3,-1,-2,-3,Earplugs,2,,,Zorah Magdaros Mastery,1,Zorah Magdaros Ticket,1,Zorah Magdaros Ridge,1,Zorah Magdaros Carapace,2,Zorah Magdaros Gem,1
Xeno'jiiva Claws γ,,8,9,221,72,78,92,-3,2,2,2,-4,Power Prolonger,1,Special Ammo Boost,1,Xeno'jiiva Divinity,1,Xeno'jiiva Ticket,1,Xeno'jiiva Soulscale,4,Xeno'jiiva Shell,4,Xeno'jiiva Veil,3
Kulve Taroth's Rage γ,,8,9,1,72,78,92,4,-2,3,-4,-2,Handicraft,2,Constitution,1,,,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Spiralhorn,8,Kulve Taroth Golden Glimstone,1
Diver's Braces,,3,3,0,22,50,74,1,4,1,1,1,Quick Sheath,1,,,,,Summer Twilight Ticket,1,Coral Crystal,1,,,,
Diver's Braces α,,5,6,2,46,68,84,1,4,4,1,1,Quick Sheath,1,,,,,Summer Twilight Ticket,1,Carbalite Ore,2,Quality Bone,1,,
Butterfly Brachia α,M,5,6,0,42,64,80,-1,-1,2,0,2,Critical Eye,2,Health Boost,1,,,Summer Insect Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
Butterfly Brachia β,M,5,6,1,42,64,80,-1,-1,2,0,2,Critical Eye,2,,,,,Summer Insect Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
Queen Beetle Brachia α,F,5,6,0,42,64,80,-1,-1,2,0,2,Critical Eye,2,Health Boost,1,,,Summer Insect Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
Queen Beetle Brachia β,F,5,6,1,42,64,80,-1,-1,2,0,2,Critical Eye,2,,,,,Summer Insect Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
Gala Suit Cuffs,,4,5,0,34,58,78,1,1,1,1,4,Maximum Might,1,Astera Blessing,1,,,Appreciation Ticket,1,Monster Bone+,1,,,,
Gala Suit Cuffs α,,7,7,211,64,76,90,1,1,1,1,4,Maximum Might,1,Astera Blessing,1,,,Appreciation Ticket,3,Elder Dragon Bone,1,High Commendation,2,,
Geralt's Arms α,Full,8,9,3,70,76,90,2,1,-2,-1,3,Recovery Speed,2,Marathon Runner,1,Witcher's Knowledge,1,Leshen Skull,1,Leshen Claw,3,Cursed Bone,4,Leshen Resin,2
Ciri's Arms α,Full,8,9,2,70,76,90,-2,-1,2,1,3,Free Elem/Ammo Up,1,Razor Sharp/Spare Shot,1,,,Ancient Leshen Skull,1,Ancient Leshen Claw,4,Ancient Cursed Bone,8,Leshen Resin,10
Nergigante Vambraces γ,,8,9,211,72,78,92,1,1,-3,1,-3,Partbreaker,1,Attack Boost,1,Nergigante Hunger,1,Nergigante Ticket,1,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,2

