#Name,Gender,Rarity,Acquire,Slots,Min Def,Max Def,Aug Def,Fire,Water,Thunder,Ice,Dragon,Skill 1,Points 1,Skill 2,Points 2,Skill 3,Points 3,Material 1,Num 1,Material 2,Num 2,Material 3,Num 3,Material 4,Num 4
Butterfly Thorax,M,3,3,0,22,50,74,-1,-1,2,0,2,Health Boost,1,,,,,Spring Insect Field Guide,1,Great Hornfly,1,Vespoid Wing,1,Monster Fluid,1
Queen Beetle Thorax,F,3,3,0,22,50,74,-1,-1,2,0,2,Health Boost,1,,,,,Spring Insect Field Guide,1,Great Hornfly,1,Vespoid Wing,1,Monster Fluid,1
Blossom Vest,,3,2,0,18,46,70,1,1,4,1,1,Quick Sheath,1,,,,,Spring Blossom Ticket,1,Earth Crystal,3,,,,
Blossom Vest α,,5,6,11,40,62,78,1,1,4,1,1,Quick Sheath,1,,,,,Spring Blossom Ticket,3,Carbalite Ore,3,,,,
Harvest Tronco,,3,4,0,26,54,78,4,1,1,1,1,Tremor Resistance,1,,,,,Autumn Harvest Ticket,1,Sturdy Bone,1,,,,
Harvest Tronco α,,6,6,12,52,72,84,4,1,1,1,1,Tremor Resistance,1,,,,,Autumn Harvest Ticket,1,Monster Hardbone,1,Monster Keenbone,1,,
Orion Vest,,4,5,0,30,54,74,1,1,1,4,1,Flinch Free,1,,,,,Winter Star Ticket,1,Monster Bone+,2,,,,
Orion Vest α,,6,6,3,58,78,90,1,1,1,4,1,Flinch Free,1,,,,,Winter Star Ticket,1,Fucium Ore,2,Monster Hardbone,1,,
Kulve Taroth's Ire α,,8,9,1,72,78,92,4,-2,3,-4,-2,Stun Resistance,2,Critical Boost,2,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Nugget,18,Kulve Taroth Golden Tailshell,6,Xeno'jiiva Gem,1
Kulve Taroth's Ire β,,8,9,31,72,78,92,4,-2,3,-4,-2,Stun Resistance,2,Critical Boost,1,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Nugget,18,Kulve Taroth Golden Tailshell,6,Xeno'jiiva Gem,1
Dante's Coat α,,8,8,3,64,70,84,3,-3,3,-3,3,Evade Window,1,Critical Eye,1,,,Red Orb,1,Odogaron Sinew+,6,Odogaron Claw+,4,Odogaron Plate,1
Azure Starlord Armor α,,7,7,2,56,68,82,2,2,0,0,3,Handicraft,1,,,Rathalos Mastery,1,Azure Stargem,1,Azure Rathalos Scale+,6,Azure Rathalos Wing,4,Rathalos Medulla,2
Kirin Jacket γ,,8,9,11,72,78,92,-3,-2,4,-2,2,Free Elem/Ammo Up,2,,,Kirin Favor,1,Kirin Ticket,1,Kirin Hide+,4,Kirin Azure Horn,3,Elder Dragon Blood,3
Vaal Hazak Mail γ,,8,9,3,72,78,92,-4,4,1,-1,-3,Peak Performance,1,Recovery Up,1,Vaal Hazak Vitality,1,Vaal Hazak Ticket,1,Deceased Scale,5,Vaal Hazak Carapace,4,Vaal Hazak Membrane,3
Kaiser Mail γ,,8,9,2,72,78,92,3,-3,1,-3,1,Latent Power,2,Weakness Exploit,1,Teostra Technique,1,Teostra Ticket,1,Teostra Carapace,5,Teostra Horn+,2,Teostra Tail,2
Kushala Cista γ,,8,9,2,72,78,92,0,2,-3,4,-2,Ice Attack,3,Evade Extender,1,Kushala Daora Flight,1,Kushala Daora Ticket,1,Daora Dragon Scale+,4,Daora Carapace,4,Daora Webbing,2
Empress Mail γ,,8,9,3,70,76,90,3,1,1,-3,-2,Earplugs,2,Tool Specialist,1,Lunastra Favor,1,Lunastra Ticket,1,Lunastra Carapace,4,Lunastra Horn,1,Lunastra Wing,2
Zorah Hide γ,,8,9,111,72,78,92,4,-3,-1,-2,-3,Tremor Resistance,2,,,Zorah Magdaros Mastery,1,Zorah Magdaros Ticket,1,Zorah Magdaros Heat Scale,5,Zorah Magdaros Ridge,1,Zorah Magdaros Carapace,4
Xeno'jiiva Hide γ,,8,9,11,72,78,92,-3,2,2,2,-4,Flinch Free,2,,,Xeno'jiiva Divinity,1,Xeno'jiiva Ticket,1,Xeno'jiiva Soulscale,5,Xeno'jiiva Shell,4,Xeno'jiiva Horn,2
Kulve Taroth's Ire γ,,8,9,1,72,78,92,4,-2,3,-4,-2,Handicraft,2,Agitator,1,,,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Shell,12,Kulve Taroth Golden Nugget,36
Diver's Suit,,3,3,0,22,50,74,1,4,1,1,1,Critical Eye,1,,,,,Summer Twilight Ticket,1,Coral Crystal,1,,,,
Diver's Suit α,,5,6,2,46,68,84,1,4,4,1,1,Critical Eye,1,,,,,Summer Twilight Ticket,1,Carbalite Ore,1,Quality Bone,1,,
Butterfly Thorax α,M,5,6,0,42,64,80,-1,-1,2,0,2,Health Boost,2,Stun Resistance,1,,,Summer Insect Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1
Butterfly Thorax β,M,5,6,1,42,64,80,-1,-1,2,0,2,Health Boost,2,,,,,Summer Insect Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1
Queen Beetle Thorax α,F,5,6,0,42,64,80,-1,-1,2,0,2,Health Boost,2,Stun Resistance,1,,,Summer Insect Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1
Queen Beetle Thorax β,F,5,6,1,42,64,80,-1,-1,2,0,2,Health Boost,2,,,,,Summer Insect Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1
Gala Suit Jacket,,4,5,0,34,58,78,1,1,1,1,4,Critical Draw,1,Astera Blessing,1,,,Appreciation Ticket,1,Monster Bone+,2,,,,
Gala Suit Jacket α,,7,7,211,64,76,90,1,1,1,1,4,Critical Draw,1,Astera Blessing,1,,,Appreciation Ticket,3,Elder Dragon Bone,2,High Commendation,2,,
Geralt's Body α,Full,8,9,11,70,76,90,2,1,-2,-1,3,Health Boost,3,Attack Boost,2,Witcher's Knowledge,1,Leshen Skull,1,Leshen Claw,3,Cursed Bone,4,Leshen Resin,2
Ciri's Body α,Full,8,9,3,70,76,90,-2,-1,2,1,3,Evade Window,2,Divine Blessing,2,,,Ancient Leshen Skull,1,Ancient Leshen Claw,4,Ancient Cursed Bone,8,Leshen Resin,10
Nergigante Mail γ,,8,9,321,72,78,92,1,1,-3,1,-3,Maximum Might,1,,,Nergigante Hunger,1,Nergigante Ticket,1,Nergigante Horn+,2,Nergigante Carapace,6,Nergigante Gem,1

