#Name,Gender,Rarity,Acquire,Slots,Min Def,Max Def,Aug Def,Fire,Water,Thunder,Ice,Dragon,Skill 1,Points 1,Skill 2,Points 2,Skill 3,Points 3,Material 1,Num 1,Material 2,Num 2,Material 3,Num 3,Material 4,Num 4
Ryu's Legs α,Full,7,8,11,60,72,86,2,0,5,-3,2,Defense Boost,1,Constitution,1,Rathalos Mastery,1,SFV Ticket III,4,Hunter King Coin,5,Immortal Dragonscale,6,Rathalos Plate,1
Sakura's Legs α,Full,6,7,11,50,70,82,0,4,0,4,-2,Defense Boost,1,Evade Window,1,Pink Rathian Mastery,1,SFV Ticket II,4,Hunter King Coin,4,Rathian Coin,4,Pink Rathian Scale+,6
Butterfly Crura,M,3,3,0,22,50,74,-1,-1,2,0,2,Marathon Runner,1,,,,,Spring Insect Field Guide,1,Great Hornfly,1,Vespoid Shell,1,Monster Fluid,1
Queen Beetle Crura,F,3,3,0,22,50,74,-1,-1,2,0,2,Marathon Runner,1,,,,,Spring Insect Field Guide,1,Great Hornfly,1,Vespoid Shell,1,Monster Fluid,1
Blossom Boots,,3,2,0,18,46,70,1,1,4,1,1,Recovery Speed,1,,,,,Spring Blossom Ticket,1,Earth Crystal,2,,,,
Blossom Boots α,,5,6,11,40,62,78,1,1,4,1,1,Recovery Speed,1,,,,,Spring Blossom Ticket,3,Carbalite Ore,2,,,,
Harvest Raiz,,3,4,0,26,54,78,4,1,1,1,1,Mushroomancer,1,,,,,Autumn Harvest Ticket,1,Sturdy Bone,1,,,,
Harvest Raiz α,,6,6,12,52,72,84,4,1,1,1,1,Mushroomancer,1,,,,,Autumn Harvest Ticket,1,Monster Hardbone,1,Monster Keenbone,1,,
Orion Boots,,4,5,0,30,54,74,1,1,1,4,1,Heroics,1,,,,,Winter Star Ticket,1,Monster Bone+,2,,,,
Orion Boots α,,6,6,13,58,78,90,1,1,1,4,1,Heroics,1,,,,,Winter Star Ticket,1,Fucium Ore,2,Monster Hardbone,1,,
Kulve Taroth's Wrath α,,8,9,1,72,78,92,4,-2,3,-4,-2,Wide-Range,2,Peak Performance,2,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Tailshell,4,Vaal Hazak Gem,1
Kulve Taroth's Wrath β,,8,9,21,72,78,92,4,-2,3,-4,-2,Wide-Range,2,Peak Performance,1,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Tailshell,4,Vaal Hazak Gem,1
Dante's Leather Boots α,,8,8,11,64,70,84,3,-3,3,-3,3,Weakness Exploit,2,,,,,Red Orb,1,Teostra Carapace,6,Teostra Webbing,3,Teostra Gem,1
Azure Starlord Guards α,,7,7,3,56,68,82,2,2,0,0,3,Critical Boost,1,,,Rathalos Mastery,1,Azure Stargem,1,Dodogama Scale+,5,Azure Rathalos Carapace,5,Dodogama Tail,3
Kirin Leg Guards γ,,8,9,3,72,78,92,-3,-2,4,-2,2,Blight Resistance,1,Thunder Attack,2,Kirin Favor,1,Kirin Ticket,1,Kirin Hide+,3,Kirin Mane,4,Novacrystal,1
Vaal Hazak Greaves γ,,8,9,31,72,78,92,-4,4,1,-1,-3,Peak Performance,1,Recovery Speed,1,Vaal Hazak Vitality,1,Vaal Hazak Ticket,1,Vaal Hazak Carapace,5,Vaal Hazak Fang+,3,Vaal Hazak Tail,2
Kaiser Greaves γ,,8,9,31,72,78,92,3,-3,1,-3,1,Critical Eye,2,,,Teostra Technique,1,Teostra Ticket,1,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Claw+,4
Kushala Crus γ,,8,9,3,72,78,92,0,2,-3,4,-2,Evade Window,2,,,Kushala Daora Flight,1,Kushala Daora Ticket,1,Daora Carapace,5,Daora Horn+,2,Daora Tail,2
Empress Greaves γ,,8,9,3,70,76,90,3,1,1,-3,-2,Earplugs,2,Agitator,1,Lunastra Favor,1,Lunastra Ticket,1,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Gem,1
Zorah Spurs γ,,8,9,32,72,78,92,4,-3,-1,-2,-3,Blast Attack,2,Critical Eye,1,Zorah Magdaros Mastery,1,Zorah Magdaros Ticket,1,Zorah Magdaros Carapace,5,Zorah Magdaros Magma,2,Zorah Magdaros Ridge,1
Xeno'jiiva Spurs γ,,8,9,211,72,78,92,-3,2,2,2,-4,Critical Boost,1,,,Xeno'jiiva Divinity,1,Xeno'jiiva Ticket,1,Xeno'jiiva Shell,4,Xeno'jiiva Claw,3,Xeno'jiiva Gem,1
Kulve Taroth's Wrath γ,,8,9,31,72,78,92,4,-2,3,-4,-2,Agitator,2,Heat Guard,1,,,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Tailshell,8,Kulve Taroth Golden Glimstone,1
Diver's Boots,,3,3,0,22,50,74,1,4,1,1,1,Hunger Resistance,1,,,,,Summer Twilight Ticket,1,Coral Crystal,1,,,,
Diver's Boots α,,5,6,2,46,68,84,1,4,4,1,1,Hunger Resistance,1,,,,,Summer Twilight Ticket,1,Carbalite Ore,1,Quality Bone,1,,
Butterfly Crura α,M,5,6,0,42,64,80,-1,-1,2,0,2,Marathon Runner,2,Critical Eye,1,,,Summer Insect Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
Butterfly Crura β,M,5,6,1,42,64,80,-1,-1,2,0,2,Marathon Runner,2,,,,,Summer Insect Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
Queen Beetle Crura α,F,5,6,0,42,64,80,-1,-1,2,0,2,Marathon Runner,2,Critical Eye,1,,,Summer Insect Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
Queen Beetle Crura β,F,5,6,1,42,64,80,-1,-1,2,0,2,Marathon Runner,2,,,,,Summer Insect Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
Gala Suit Slacks,,4,5,0,34,58,78,1,1,1,1,4,Divine Blessing,1,Astera Blessing,1,,,Appreciation Ticket,1,Monster Bone+,1,,,,
Gala Suit Slacks α,,7,7,311,64,76,90,1,1,1,1,4,Divine Blessing,1,Astera Blessing,1,,,Appreciation Ticket,3,Elder Dragon Bone,1,High Commendation,2,,
Geralt's Legs α,Full,8,9,2,70,76,90,2,1,-2,-1,3,Marathon Runner,2,Critical Eye,2,Witcher's Knowledge,1,Leshen Skull,1,Leshen Claw,3,Cursed Bone,4,Leshen Resin,2
Ciri's Legs α,Full,8,9,21,70,76,90,-2,-1,2,1,3,Evade Window,2,Constitution,2,,,Ancient Leshen Skull,1,Ancient Leshen Claw,4,Ancient Cursed Bone,8,Leshen Resin,10
Nergigante Greaves γ,,8,9,22,72,78,92,1,1,-3,1,-3,Attack Boost,3,,,Nergigante Hunger,1,Nergigante Ticket,1,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Talon,2

