#Name,Gender,Rarity,Acquire,Slots,Min Def,Max Def,Aug Def,Fire,Water,Thunder,Ice,Dragon,Skill 1,Points 1,Skill 2,Points 2,Skill 3,Points 3,Material 1,Num 1,Material 2,Num 2,Material 3,Num 3,Material 4,Num 4
Blossom Coat α,,5,6,11,40,62,78,1,1,4,1,1,Scoutfly Range Up,1,,,,,Spring Blossom Ticket,3,Carbalite Ore,1,,,,
Harvest Hoja,,3,4,0,26,54,78,4,1,1,1,1,Constitution,1,,,,,Autumn Harvest Ticket,1,Sturdy Bone,1,,,,
Harvest Hoja α,,6,6,12,52,72,84,4,1,1,1,1,Constitution,1,,,,,Autumn Harvest Ticket,1,Monster Hardbone,2,Monster Keenbone,1,,
Orion Coat,,4,5,0,30,54,74,1,1,1,4,1,Health Boost,1,,,,,Winter Star Ticket,1,Monster Bone+,1,,,,
Orion Coat α,,6,6,13,58,78,90,1,1,1,4,1,Health Boost,1,,,,,Winter Star Ticket,1,Fucium Ore,1,Monster Hardbone,1,,
Kulve Taroth's Malice α,,8,9,1,72,78,92,4,-2,3,-4,-2,Free Elem/Ammo Up,1,Handicraft,2,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Tailshell,4,Kulve Taroth Golden Glimstone,1
Kulve Taroth's Malice β,,8,9,31,72,78,92,4,-2,3,-4,-2,Free Elem/Ammo Up,1,Handicraft,1,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Tailshell,4,Kulve Taroth Golden Glimstone,1
Dante's Belt α,,8,8,3,64,70,84,3,-3,3,-3,3,Evade Window,1,Latent Power,1,,,Red Orb,1,Rathalos Carapace,6,Rathalos Wing,3,Rathalos Plate,1
Azure Starlord Tassets α,,7,7,2,56,68,82,2,2,0,0,3,Handicraft,1,,,Rathalos Mastery,1,Azure Stargem,1,Azure Rathalos Scale+,6,Azure Rathalos Carapace,5,Azure Rathalos Tail,3
Kirin Hoop γ,,8,9,11,72,78,92,-3,-2,4,-2,2,Marathon Runner,2,,,Kirin Favor,1,Kirin Ticket,1,Kirin Hide+,3,Kirin Azure Horn,1,Elder Dragon Bone,3
Vaal Hazak Coil γ,,8,9,211,72,78,92,-4,4,1,-1,-3,Recovery Speed,2,Dragon Attack,1,Vaal Hazak Vitality,1,Vaal Hazak Ticket,1,Vaal Hazak Carapace,5,Vaal Hazak Wing,4,Vaal Hazak Membrane,3
Kaiser Coil γ,,8,9,11,72,78,92,3,-3,1,-3,1,Latent Power,3,,,Teostra Technique,1,Teostra Ticket,1,Teostra Horn+,3,Fire Dragon Scale+,6,Teostra Gem,1
Kushala Cocoon γ,,8,9,11,72,78,92,0,2,-3,4,-2,Handicraft,2,,,Kushala Daora Flight,1,Kushala Daora Ticket,1,Daora Carapace,5,Daora Dragon Scale+,4,Daora Webbing,3
Empress Coil γ,,8,9,3,70,76,90,3,1,1,-3,-2,Evade Window,2,Health Boost,2,Lunastra Favor,1,Lunastra Ticket,1,Lunastra Horn,2,Lunastra Scale+,4,Lunastra Mane,2
Zorah Spine γ,,8,9,32,72,78,92,4,-3,-1,-2,-3,Bombardier,2,Critical Eye,1,Zorah Magdaros Mastery,1,Zorah Magdaros Ticket,1,Zorah Magdaros Carapace,4,Zorah Magdaros Pleura,2,Zorah Magdaros Ridge,1
Xeno'jiiva Spine γ,,8,9,31,72,78,92,-3,2,2,2,-4,Critical Boost,1,,,Xeno'jiiva Divinity,1,Xeno'jiiva Ticket,1,Xeno'jiiva Horn,3,Xeno'jiiva Soulscale,6,Xeno'jiiva Gem,1
Kulve Taroth's Malice γ,,8,9,3,72,78,92,4,-2,3,-4,-2,Critical Boost,1,Weakness Exploit,1,,,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Shell,12,Kulve Taroth Golden Tailshell,8
Diver's Belt,,3,3,0,22,50,74,1,4,1,1,1,Aquatic Expert,1,,,,,Summer Twilight Ticket,1,Coral Crystal,1,,,,
Diver's Belt α,,5,6,2,46,68,84,1,4,4,1,1,Aquatic Expert,1,,,,,Summer Twilight Ticket,1,Carbalite Ore,1,Quality Bone,1,,
Butterfly Elytra α,M,5,6,1,42,64,80,-1,-1,2,0,2,Defense Boost,2,Marathon Runner,1,,,Summer Insect Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1
Butterfly Elytra β,M,5,6,3,42,64,80,-1,-1,2,0,2,Defense Boost,2,,,,,Summer Insect Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1
Queen Beetle Elytra α,F,5,6,1,42,64,80,-1,-1,2,0,2,Defense Boost,2,Marathon Runner,1,,,Summer Insect Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1
Queen Beetle Elytra β,F,5,6,3,42,64,80,-1,-1,2,0,2,Defense Boost,2,,,,,Summer Insect Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1
Gala Suit Tail,,4,5,0,34,58,78,1,1,1,1,4,Slinger Capacity,1,Astera Blessing,1,,,Appreciation Ticket,1,Monster Bone+,1,,,,
Gala Suit Tail α,,7,7,311,64,76,90,1,1,1,1,4,Slinger Capacity,1,Astera Blessing,1,,,Appreciation Ticket,3,Elder Dragon Bone,1,High Commendation,2,,
Geralt's Torso α,Full,8,9,2,70,76,90,2,1,-2,-1,3,Bombardier,2,Weakness Exploit,1,Witcher's Knowledge,1,Leshen Skull,1,Leshen Claw,3,Cursed Bone,4,Leshen Resin,2
Ciri's Torso α,Full,8,9,2,70,76,90,-2,-1,2,1,3,Evade Extender,2,Free Elem/Ammo Up,1,,,Ancient Leshen Skull,1,Ancient Leshen Claw,4,Ancient Cursed Bone,8,Leshen Resin,10
Nergigante Coil γ,,8,9,31,72,78,92,1,1,-3,1,-3,Maximum Might,1,Agitator,1,Nergigante Hunger,1,Nergigante Ticket,1,Nergigante Horn+,1,Nergigante Carapace,4,Nergigante Tail,2

